x,y
-2.918,53.173
-2.541,53.185
-2.772,53.131
-2.533,53.193
-2.998,53.839
-2.998,53.868
-2.990,53.849
-3.529,54.630
-2.891,53.573
-2.749,54.666
-2.404,53.739
-3.096,53.417
-2.832,53.359
-2.236,53.501
-2.138,53.239
-2.332,53.449
-2.322,53.503
-2.792,53.717
-1.001,53.574
-1.193,53.566
-1.018,53.578
-1.067,53.566
-1.026,53.598
-1.191,53.587
-1.159,53.616
-0.959,53.611
-1.146,53.553
-1.067,53.552
-1.429,53.708
-1.240,53.706
-1.476,53.712
-1.505,53.710
-1.337,53.717
-1.490,53.714
-1.320,53.721
-1.367,53.718
-1.266,53.707
-1.296,53.702
-2.008,53.961
-2.019,53.956
-2.280,54.066
-1.995,53.977
-2.494,54.129
-2.016,54.070
-2.052,53.920
-1.993,53.900
-1.497,53.372
-1.391,53.371
-1.402,53.380
-1.528,53.379
-1.499,53.382
-1.521,53.371
-1.424,53.370
-1.530,53.782
-1.546,53.798
-0.787,54.132
-0.999,53.746
-1.236,53.750
-1.084,53.779
-1.091,53.768
-1.251,53.793
-1.067,53.783
-1.188,53.840
-1.050,53.830
-1.153,53.703
-1.648,53.834
-1.629,53.837
-1.547,53.839
-1.531,53.841
-1.518,53.841
-1.642,53.844
-1.444,53.840
-1.458,53.835
-1.391,53.830
-1.782,53.694
-1.800,53.689
-1.863,53.705
-1.787,53.710
-1.933,53.706
-1.907,53.712
-1.847,53.710
-1.839,53.683
-1.869,53.684
-1.099,53.529
-1.117,53.526
-1.171,53.535
-1.049,53.532
-1.057,53.538
-1.103,53.538
-1.164,53.545
-1.149,53.539
-1.264,53.520
-1.170,53.521
-1.514,53.687
-1.480,53.687
-1.494,53.688
-1.297,53.687
-1.313,53.692
-1.419,53.693
-1.406,53.700
-1.525,53.701
-1.583,53.688
-1.527,53.685
-0.638,53.559
-0.661,53.553
-0.677,53.567
-0.657,53.563
-0.654,53.571
-0.633,53.568
-0.669,53.576
-0.550,53.570
-0.826,53.532
-1.510,54.278
-0.648,53.530
-1.343,54.235
-1.453,54.329
-1.591,54.287
-1.405,54.389
-1.429,54.339
-1.211,54.465
-1.339,54.221
-1.184,54.119
-1.501,53.363
-1.513,53.362
-1.361,53.362
-1.405,53.363
-1.472,53.368
-1.452,53.364
-1.481,53.369
-1.552,53.369
-0.193,54.088
-0.210,54.091
-0.184,54.097
-0.192,54.103
-1.439,53.360
-1.377,53.359
-0.390,53.735
-0.367,53.740
-0.347,53.743
-0.320,54.075
-0.197,54.081
-1.480,53.378
-1.476,53.386
-1.703,53.593
-1.648,53.578
-1.650,53.593
-1.852,53.593
-1.922,53.604
-1.793,53.601
-1.807,53.616
-1.710,53.615
-1.803,53.569
-1.769,53.570
-1.652,53.722
-1.620,53.715
-1.689,53.730
-1.718,53.724
-1.656,53.735
-1.743,53.731
-1.942,53.673
-1.691,53.751
-1.727,53.714
-1.689,53.713
-1.452,53.542
-1.520,53.542
-1.570,53.546
-1.474,53.545
-1.314,53.547
-1.443,53.547
-1.511,53.560
-1.489,53.550
-1.375,53.538
-1.465,53.533
-1.452,53.754
-1.480,53.752
-1.611,53.754
-1.654,53.754
-1.593,53.759
-1.525,53.757
-1.559,53.768
-1.530,53.766
-1.533,53.750
-1.062,53.985
-1.103,53.983
-1.083,54.013
-1.069,53.993
-1.039,54.034
-1.072,54.016
-0.553,53.495
-0.840,53.491
-1.108,53.979
-1.054,53.971
-1.511,53.411
-1.502,53.409
-1.426,53.416
-1.473,53.417
-1.490,53.420
-1.449,53.418
-1.447,53.427
-1.462,53.424
-0.316,53.874
-0.478,53.882
-0.169,53.910
-0.778,53.932
-1.397,53.412
-0.271,53.945
-1.471,53.406
-0.900,53.980
-0.465,53.994
-0.433,53.854
-0.666,53.863
-1.584,53.830
-1.619,53.887
-1.723,53.877
-1.352,53.898
-1.442,53.894
-1.700,53.914
-1.694,53.903
-1.395,53.936
-1.377,53.930
-1.711,53.871
-1.693,53.866
-1.825,53.745
-2.017,53.744
-1.886,53.759
-1.906,53.752
-1.760,53.758
-1.767,53.740
-1.851,53.767
-1.791,53.760
-1.889,53.743
-1.879,53.738
-1.475,53.503
-1.423,53.502
-1.398,53.519
-1.580,53.510
-1.631,53.523
-1.320,53.519
-1.308,53.532
-1.409,53.526
-1.445,53.501
-0.949,53.631
-1.547,53.726
-1.573,53.725
-1.520,53.735
-1.602,53.736
-1.395,53.741
-1.601,53.741
-1.550,53.745
-1.588,53.745
-1.308,53.727
-1.351,53.723
-0.098,53.535
-0.066,53.526
-0.105,53.547
-0.022,53.534
-0.024,53.550
-0.044,53.548
-0.113,53.554
-0.085,53.554
-0.107,53.515
-0.443,53.684
-1.488,53.389
-1.418,53.389
-1.503,53.394
-1.526,53.393
-1.456,53.398
-1.542,53.396
-1.455,53.405
-1.513,53.404
-1.502,53.386
-1.510,53.383
-1.859,53.648
-1.634,53.809
-1.746,53.648
-1.444,53.809
-1.801,53.652
-1.582,53.810
-1.761,53.650
-1.546,53.810
-1.728,53.656
-1.571,53.811
-1.819,53.654
-1.512,53.812
-1.831,53.661
-1.656,53.815
-1.790,53.660
-1.640,53.815
-1.834,53.648
-1.492,53.808
-1.805,53.645
-1.616,53.809
-2.105,53.720
-1.884,53.718
-1.808,53.725
-1.876,53.724
-1.907,53.728
-1.891,53.725
-1.975,53.731
-1.862,53.731
-1.779,53.719
-1.875,53.714
-1.300,53.447
-1.377,53.452
-1.340,53.458
-1.431,53.461
-1.329,53.467
-1.350,53.471
-1.315,53.478
-1.316,53.488
-1.459,53.600
-1.394,53.445
-1.372,53.790
-1.610,53.791
-1.522,53.793
-1.678,53.793
-1.443,53.795
-1.388,53.793
-1.326,53.591
-1.584,53.796
-1.288,53.592
-1.482,53.794
-1.300,53.597
-1.658,53.791
-1.624,53.794
-0.659,53.593
-0.673,53.590
-0.823,53.606
-0.655,53.598
-0.327,53.618
-0.687,53.604
-0.370,53.679
-0.602,53.657
-0.644,53.582
-1.811,54.310
-0.484,53.559
-2.055,54.322
-1.715,54.375
-1.634,54.380
-1.731,54.409
-1.677,54.469
-1.529,53.955
-1.552,53.979
-0.771,54.244
-0.930,54.270
-0.353,53.764
-0.317,53.762
-0.310,53.771
-0.381,53.767
-0.289,53.774
-0.357,53.772
-0.261,53.776
-0.273,53.774
-0.274,53.761
-0.362,53.761
-1.208,53.365
-1.311,53.364
-1.353,53.387
-1.217,53.376
-1.370,53.405
-1.261,53.394
-1.338,53.417
-1.518,53.319
-1.322,53.408
-1.469,53.322
-1.307,53.356
-1.216,53.352
-1.701,53.633
-1.648,53.800
-1.814,53.633
-1.609,53.800
-1.747,53.635
-1.691,53.803
-1.833,53.635
-1.509,53.805
-1.774,53.638
-1.524,53.804
-1.798,53.637
-1.562,53.803
-1.747,53.642
-1.672,53.807
-1.846,53.641
-1.464,53.807
-1.787,53.628
-1.502,53.797
-1.871,53.622
-1.462,53.798
-1.775,53.788
-1.739,53.784
-1.723,53.796
-1.848,53.792
-1.808,53.798
-1.778,53.799
-1.715,53.801
-1.747,53.798
-1.717,53.785
-1.816,53.782
-1.414,53.572
-1.195,53.423
-1.456,53.565
-1.279,53.427
-1.379,53.581
-1.220,53.427
-1.475,53.581
-1.349,53.430
-1.506,53.588
-1.379,53.432
-1.533,53.584
-1.398,53.435
-1.447,53.596
-1.336,53.435
-1.410,53.590
-1.321,53.436
-1.486,53.563
-1.269,53.421
-1.437,53.562
-1.321,53.422
-1.416,53.769
-1.361,53.768
-1.549,53.780
-1.550,53.774
-1.601,53.781
-1.590,53.789
-1.561,53.783
-1.375,53.770
-1.573,53.769
-0.215,53.614
-0.069,53.570
-0.869,53.706
-1.026,53.689
0.033,53.723
-0.881,53.707
-0.864,53.724
-0.841,53.722
-0.095,53.569
-0.613,54.480
-0.130,53.571
-0.797,54.489
-0.628,54.487
-0.906,54.102
-0.629,54.149
-1.048,54.233
-0.436,54.294
-0.563,54.417
-0.371,53.753
-0.315,53.749
-0.411,53.755
-0.350,53.754
-0.256,53.757
-0.303,53.756
-0.397,53.760
-0.292,53.759
-0.383,53.747
-0.400,53.744
-1.464,53.436
-1.444,53.434
-1.472,53.463
-1.493,53.442
-1.576,53.475
-1.491,53.470
-1.261,53.340
-1.600,53.480
-1.538,53.432
-1.486,53.430
-1.778,53.770
-1.798,53.771
-1.709,53.775
-1.750,53.774
-1.787,53.778
-1.767,53.777
-1.758,53.781
-1.801,53.780
-1.766,53.767
-1.724,53.767
-0.074,53.560
-0.058,53.559
-0.117,53.563
-0.038,53.563
-0.170,53.572
-0.102,53.564
-0.051,53.569
-0.062,53.566
-0.133,53.555
-0.032,53.553
-1.741,53.892
-1.942,53.912
-1.752,53.913
-1.819,53.926
-1.880,53.942
-1.918,53.874
-1.875,53.877
-0.416,53.742
-0.413,53.731
-0.438,54.007
-0.423,54.008
-1.501,53.823
-1.551,53.824
-1.467,53.826
-1.612,53.829
-1.536,53.828
-1.564,53.832
-1.517,53.829
-1.682,53.823
-1.482,53.821
-1.748,53.825
-1.638,53.696
-1.776,53.822
-1.655,53.698
-1.840,53.829
-1.693,53.702
-1.948,53.830
-1.612,53.702
-1.783,53.833
-1.634,53.706
-1.760,53.830
-1.653,53.709
-1.799,53.837
-1.669,53.711
-1.729,53.833
-1.641,53.712
-1.727,53.823
-1.649,53.687
-1.713,53.818
-1.609,53.689
-1.146,53.501
-1.163,53.500
-1.019,53.502
-1.073,53.509
-1.082,53.504
-1.130,53.518
-1.149,53.511
-1.274,53.498
-1.292,53.497
-1.565,53.669
-1.485,53.668
-1.356,53.674
-1.516,53.671
-1.581,53.677
-1.532,53.674
-1.314,53.682
-1.384,53.685
-1.549,53.660
-1.427,53.657
-1.737,54.077
-1.476,54.023
-1.524,54.130
-1.396,54.092
-1.536,54.140
-1.459,54.141
-1.233,54.070
-1.644,54.178
-1.571,54.014
-1.463,54.010
-0.398,53.779
-1.118,53.956
-0.605,53.770
-1.054,53.957
-0.205,53.798
-1.036,53.957
-0.431,53.781
-1.081,53.958
-0.422,53.841
-1.128,53.963
-0.439,53.828
-1.150,53.980
-0.421,53.847
-1.073,53.969
-0.806,53.843
-1.088,53.973
-0.417,53.779
-1.133,53.947
-0.715,53.759
-1.100,53.954
-1.346,53.348
-1.431,53.351
-1.515,53.350
-1.418,53.357
-1.474,53.354
-1.488,53.359
-1.460,53.358
-0.359,53.787
-0.336,53.784
-0.381,53.787
-0.312,53.788
-0.339,53.801
-1.482,53.344
-0.328,53.791
-0.302,53.781
-0.376,53.780
-1.831,53.848
-1.951,53.848
-1.770,53.853
-1.929,53.854
-1.914,53.856
-1.826,53.857
-1.923,53.865
-1.901,53.870
-1.732,53.842
-1.765,53.846
-1.502,53.815
-1.519,53.816
-1.596,53.817
-1.621,53.817
-1.583,53.819
-1.445,53.820
-1.531,53.818
-1.466,53.813
-1.771,53.808
-1.798,53.665
-1.736,53.806
-1.696,53.674
-1.726,53.813
-1.759,53.672
-1.788,53.808
-1.631,53.677
-1.812,53.814
-1.665,53.680
-1.897,53.810
-1.756,53.680
-1.746,53.815
-1.703,53.684
-1.789,53.814
-1.689,53.686
-1.826,53.805
-1.774,53.663
-1.789,53.802
-1.625,53.662
-1.020,53.437
-1.110,53.435
-1.061,53.475
-1.077,53.474
-1.190,53.481
-1.239,53.480
-1.246,53.488
-1.182,53.495
-1.370,53.507
-1.342,53.497
-1.375,53.628
-1.411,53.621
-1.514,53.639
-1.469,53.644
-1.592,53.647
-1.530,53.644
-1.485,53.653
-1.333,53.644
-1.275,53.616
-1.352,53.611
-1.300,53.994
-1.511,53.988
-1.503,53.998
-1.544,53.995
-1.455,54.002
-1.528,54.000
-1.534,54.009
-1.559,54.004
-1.666,54.001
-1.538,53.984
-0.176,53.724
-0.432,53.728
-0.082,53.725
-1.128,53.916
-0.565,53.730
-1.053,53.942
-0.198,53.743
-1.126,53.938
-1.095,53.944
-0.435,53.753
-0.974,53.956
-0.452,53.752
-1.074,53.948
-0.500,53.730
-0.443,53.726
-1.492,53.332
-1.467,53.341
-1.352,53.333
-1.422,53.342
-1.335,53.340
-1.444,53.343
-1.373,53.343
-1.536,53.325
-1.486,53.324
-1.565,53.817
-1.447,53.377
-1.397,53.347
-0.408,54.242
-0.483,54.248
-0.403,54.274
-0.384,54.243
-0.413,54.282
-0.422,54.276
-0.402,54.286
-0.423,54.289
-0.298,54.207
-1.268,53.883
-1.621,53.850
-1.551,53.849
-1.525,53.854
-1.587,53.852
-1.620,53.858
-1.685,53.856
-1.554,53.859
-1.606,53.847
-1.508,53.845
-2.088,53.711
-1.164,54.474
-1.493,53.751
-1.272,53.435
-1.361,53.325
-1.090,53.504
-1.680,53.866
0.119,53.166
0.338,53.145
-0.113,53.207
0.333,53.157
0.020,53.229
0.330,53.222
-0.238,53.280
0.180,53.259
0.327,53.145
-0.184,53.110
-1.531,52.770
-1.903,53.322
-1.434,52.872
-1.164,52.673
-1.489,52.882
-1.447,52.875
-1.501,52.888
-1.426,52.887
-1.437,52.896
-1.455,52.894
-1.288,52.909
-1.374,52.909
-1.295,52.924
-1.095,52.667
-1.029,53.125
-1.324,52.958
-1.141,52.663
-0.756,53.145
-1.299,52.961
-0.865,53.168
-1.358,52.971
-1.080,53.185
-1.440,52.969
-1.102,52.578
-0.570,53.396
0.085,53.011
-0.778,53.403
-1.111,52.586
-0.334,53.388
-1.133,52.581
-0.720,53.451
-1.078,52.594
-0.325,53.500
-0.495,52.654
-0.483,52.659
-0.476,53.307
-0.038,52.981
-0.713,53.326
-0.022,52.978
-0.905,52.221
-0.880,52.240
-0.923,52.225
-0.888,52.243
-0.920,52.241
-0.901,52.245
-0.874,52.244
-0.938,52.225
-0.901,52.208
-1.251,52.985
-1.143,52.950
-1.150,52.941
-1.111,53.319
-1.082,53.038
-1.257,52.908
-1.165,53.084
-1.245,52.918
-1.231,52.919
-1.212,52.926
-1.204,52.919
-1.124,53.011
-1.121,53.004
-1.136,52.627
-1.131,52.633
-1.499,52.924
-1.213,52.965
-1.429,52.923
-1.188,52.966
-1.521,52.927
-1.172,52.967
-1.401,52.924
-1.162,52.970
-1.452,52.931
-1.126,52.970
-1.483,52.928
-1.147,52.972
-1.487,52.936
-1.227,52.974
-1.435,52.935
-1.202,52.976
-1.489,52.918
-1.161,52.960
-1.401,52.916
-1.131,52.963
-0.700,52.394
-0.720,52.386
-0.720,52.403
-0.733,52.397
-0.724,52.414
-0.710,52.407
-0.820,52.443
-0.799,52.422
-0.692,52.382
-0.693,52.364
-1.180,52.831
-1.069,52.600
-1.565,52.763
-1.411,53.223
-1.434,53.222
-1.436,53.236
-1.079,52.974
-1.460,53.226
-1.111,52.970
-1.465,53.247
-1.114,52.981
-1.453,53.238
-1.095,52.978
-1.369,53.252
-1.046,52.991
-1.435,53.249
-1.125,52.991
-1.138,53.002
-1.108,53.002
-1.701,53.307
-1.661,53.247
-1.094,52.965
-1.078,52.962
-1.198,52.648
-1.522,52.898
-1.231,52.949
-1.503,52.898
-1.127,52.952
-1.541,52.905
-1.166,52.954
-1.483,52.904
-1.205,52.957
-1.504,52.909
-1.178,52.958
-1.472,52.908
-1.237,52.959
-1.543,52.914
-1.111,52.959
-1.320,52.983
-1.483,52.910
-1.144,52.959
-1.485,52.897
-1.204,52.940
-1.422,52.896
-1.175,52.947
-1.189,52.675
-1.123,52.680
-1.092,52.676
-1.069,52.695
-1.128,52.681
-1.194,52.708
-1.086,52.696
-0.881,52.596
-1.002,52.544
0.092,52.804
0.014,52.804
-0.303,52.982
-0.181,52.879
-0.409,52.998
-0.425,52.994
-0.445,53.047
-0.421,53.023
-0.058,52.798
-0.168,52.810
-0.750,52.268
-0.667,52.258
-0.826,52.264
-0.908,52.263
-0.815,52.270
-0.855,52.266
-0.908,52.272
-0.836,52.271
-0.893,52.274
-0.863,52.272
-0.894,52.261
-0.852,52.256
-1.563,52.772
-1.556,52.784
-1.576,52.782
-1.550,52.838
-1.432,52.825
-1.506,52.874
-1.389,52.863
-1.591,52.745
-1.727,53.012
-1.738,52.947
-1.574,53.081
-1.692,53.046
-1.113,53.302
-1.555,53.145
-1.125,53.300
-1.556,53.132
-0.951,53.311
-1.685,53.206
-1.597,53.167
-0.935,53.321
-1.143,53.322
-1.128,53.326
-1.310,52.990
-1.158,53.006
-1.161,53.014
-0.884,53.249
-1.208,52.458
-1.281,52.684
-0.921,52.480
-0.912,52.474
-1.186,52.489
-0.932,52.481
-1.222,52.528
-1.042,52.530
-1.223,52.659
-1.239,52.649
-0.607,53.009
-0.703,52.948
-0.163,52.679
0.163,52.774
-0.168,52.781
-0.159,52.791
-0.139,52.788
-0.630,52.921
-0.657,52.918
-1.169,52.252
-1.080,52.234
-1.163,52.273
-1.170,52.261
-1.049,52.314
-0.854,52.291
-0.906,52.328
-1.185,52.326
-1.216,52.174
-0.513,52.566
-0.906,52.958
-0.959,52.951
-0.848,53.059
-1.001,53.012
-0.817,53.063
-0.784,53.057
-0.957,53.080
-0.798,53.071
-1.032,52.949
-1.120,52.935
-0.552,52.633
-0.723,52.590
-0.745,52.675
-0.728,52.671
-1.152,52.589
-0.645,52.713
-1.153,52.600
-1.135,52.598
-1.222,53.277
-1.215,53.264
-1.495,52.984
-1.269,53.278
-1.175,53.009
-1.242,52.939
-1.198,53.007
-1.271,52.938
-1.426,53.006
-1.362,53.016
-1.343,53.013
-1.289,53.010
-1.253,53.000
-1.299,53.022
-1.307,53.015
-1.298,53.235
-1.286,53.224
-1.359,53.306
-1.220,52.934
-1.271,52.927
-1.202,52.775
-1.218,52.774
-1.282,52.544
-1.242,52.784
-1.219,52.557
-1.144,52.555
-1.162,52.572
-1.177,52.567
-1.243,52.774
-1.298,52.770
-0.549,53.231
-0.541,53.221
-0.541,53.240
-0.540,53.251
-0.509,53.247
0.230,53.104
-0.015,53.078
-0.608,53.217
-0.555,53.217
-0.593,52.290
-0.616,52.325
-0.595,52.310
-0.561,52.363
-0.539,52.344
-0.469,52.483
-0.535,52.399
-0.598,52.281
-0.731,52.444
-1.424,53.310
-1.916,53.247
-1.151,52.894
-1.317,53.321
-1.086,52.881
-1.912,53.260
-1.036,52.907
-1.901,53.256
-0.981,52.909
-1.981,53.326
-1.148,52.918
-1.120,52.917
-1.132,52.929
-1.109,52.925
-1.465,53.304
-1.500,53.301
-1.087,52.874
-1.189,52.983
-1.146,52.981
-1.148,52.990
-1.177,52.989
-1.208,52.997
-1.165,52.995
-1.188,52.999
-1.344,53.268
-1.389,53.264
-1.327,53.096
-1.213,52.980
-1.256,53.103
-1.420,53.270
-1.165,52.979
-1.260,53.100
-1.344,53.139
-1.278,53.122
-1.341,53.105
-1.236,53.103
-1.222,53.207
-1.249,53.129
-1.218,53.201
-1.265,53.125
-1.255,53.136
-1.299,53.127
-1.040,52.634
-1.124,52.605
-1.445,53.258
-1.403,53.255
-1.054,52.642
-1.253,53.080
-1.300,53.073
-1.107,52.593
-1.190,52.641
-1.170,52.744
-1.104,52.732
-1.222,52.754
-1.144,52.752
-1.100,52.770
-1.204,52.759
-1.287,52.768
-1.235,52.766
-1.141,52.720
-1.052,52.711
-0.441,53.241
-0.655,53.271
-0.481,53.266
-0.539,53.178
-0.412,53.154
-0.648,53.176
-0.564,53.196
-0.483,53.210
-0.596,53.214
-0.565,53.207
-0.533,53.104
-0.318,53.087
-1.075,52.090
-1.270,52.078
-0.987,52.126
-1.019,52.143
-0.892,52.168
-0.796,52.216
-1.004,52.214
-0.881,52.203
-1.151,52.038
-0.888,52.057
-1.409,53.165
-1.404,53.129
-1.429,53.192
-1.389,53.176
-1.460,53.213
-1.382,53.190
-1.475,53.297
-1.382,53.233
-1.678,52.873
-1.629,52.870
-1.167,52.635
-1.099,52.632
-1.116,52.636
-1.085,52.635
-1.151,52.639
-1.107,52.639
-1.112,52.630
-0.841,53.400
-1.152,52.629
-0.985,53.383
-1.219,53.027
-1.063,53.419
-1.204,53.037
-1.227,53.034
-1.321,53.059
-1.381,53.097
-1.121,53.361
-0.953,53.330
0.008,53.371
-0.001,53.366
-0.046,53.492
0.097,53.427
-0.157,52.945
-0.057,52.930
-0.006,52.974
0.254,53.343
0.279,53.312
-1.498,52.946
-1.486,52.954
-1.451,52.941
-1.428,52.945
-0.697,52.487
-0.698,52.302
-0.716,52.481
-0.725,52.302
-0.675,52.492
-0.683,52.304
-0.724,52.491
-0.714,52.312
-0.702,52.504
-0.694,52.315
-0.709,52.500
-0.656,52.339
-1.236,52.021
-1.152,52.030
-0.702,52.290
-1.022,52.411
-0.713,52.301
-1.179,52.898
-1.177,52.908
-1.191,52.902
-1.164,52.918
-0.593,53.181
-0.588,53.190
-0.042,52.969
-0.730,52.469
-0.707,52.472
-1.117,52.616
-1.140,52.610
-1.166,52.624
-1.154,52.620
-1.185,52.625
-1.103,52.623
-1.068,52.628
-1.389,53.041
-1.466,53.031
-1.416,53.048
-1.106,52.607
-1.205,53.145
-1.943,52.264
-1.921,52.287
-1.938,52.284
-2.198,52.203
-2.244,52.200
-2.096,52.585
-2.186,52.582
-2.135,52.594
-2.148,52.590
-2.178,52.597
-2.105,52.596
-2.071,52.600
-2.145,52.599
-2.141,52.579
-2.164,52.578
-1.921,52.436
-1.972,52.435
-1.836,52.437
-1.948,52.438
-1.932,52.443
-1.853,52.441
-1.996,52.445
-1.967,52.445
-2.230,52.453
-2.711,52.059
-2.734,52.058
-2.198,52.594
-2.739,52.069
-2.212,52.596
-2.701,52.064
-2.196,52.626
-2.009,52.435
-2.662,52.093
-2.184,52.627
-1.823,52.435
-2.377,52.090
-2.059,52.629
-3.016,52.193
-2.796,52.094
-2.174,52.943
-2.095,52.957
-2.687,52.054
-2.717,52.041
-1.892,52.488
-1.847,52.489
-1.848,52.495
-1.910,52.495
-1.768,52.497
-1.931,52.496
-1.827,52.495
-1.789,52.498
-1.859,52.487
-1.942,52.487
-2.120,52.523
-1.752,52.479
-2.135,52.521
-1.739,52.481
-2.109,52.531
-1.753,52.491
-2.090,52.522
-1.746,52.498
-2.131,52.542
-1.764,52.505
-2.095,52.539
-1.752,52.507
-2.079,52.546
-1.779,52.507
-2.118,52.545
-2.073,52.468
-2.109,52.517
-1.746,52.468
-2.067,52.509
-1.730,52.477
-2.172,53.113
-2.180,53.108
-2.011,53.113
-2.148,53.121
-2.256,52.785
-2.109,52.785
-2.129,52.789
-2.077,52.788
-2.030,53.105
-2.036,53.091
-1.612,52.620
-1.628,52.587
-2.068,52.334
-2.047,52.330
-1.962,52.352
-2.062,52.344
-2.056,52.365
-2.042,52.355
-1.877,52.384
-2.000,52.367
-2.290,52.328
-2.068,52.323
-2.065,52.316
-2.173,52.568
-2.101,52.568
-2.152,52.570
-2.067,52.569
-2.067,52.578
-2.083,52.577
-2.134,52.564
-2.161,52.560
-1.898,52.424
-1.872,52.424
-1.840,52.427
-1.969,52.425
-1.986,52.430
-1.911,52.429
-1.890,52.434
-1.859,52.430
-2.104,52.812
-2.000,52.805
-2.132,52.821
-2.129,52.829
-2.251,52.864
-1.928,52.424
-2.130,52.892
-1.953,52.423
-2.149,52.903
-1.951,52.766
-1.944,52.762
-2.087,52.807
-1.853,52.533
-1.790,52.532
-1.837,52.538
-1.905,52.537
-1.922,52.541
-1.888,52.540
-1.868,52.542
-1.823,52.541
-2.971,52.824
-3.078,52.811
-3.040,52.860
-3.059,52.857
-2.657,52.795
-1.877,52.530
-3.038,52.908
-1.839,52.530
-2.499,52.856
-2.801,52.829
-2.129,52.493
-2.077,52.490
-1.780,52.422
-2.075,52.501
-1.764,52.428
-2.146,52.497
-1.801,52.430
-2.113,52.504
-1.811,52.436
-2.179,52.503
-1.792,52.442
-2.096,52.510
-1.775,52.446
-2.839,52.735
-2.167,52.505
-1.797,52.451
-2.740,52.735
-2.167,52.490
-1.794,52.413
-2.087,52.485
-1.819,52.413
-1.984,52.961
-1.987,52.986
-2.057,52.969
-2.092,53.026
-1.968,53.003
-1.904,53.075
-2.122,53.075
-1.700,52.638
-1.656,52.633
-1.578,52.294
-1.548,52.292
-1.516,52.301
-1.530,52.299
-1.695,52.327
-1.503,52.312
-1.563,52.349
-1.577,52.337
-1.522,52.284
-1.594,52.282
-1.504,52.532
-1.444,52.528
-1.585,52.499
-1.458,52.535
-1.532,52.542
-1.714,52.505
-1.543,52.576
-1.685,52.564
-1.520,52.527
-1.476,52.524
-2.306,52.116
-2.213,52.133
-2.257,52.141
-2.332,52.128
-2.312,52.182
-2.317,52.129
-2.539,52.305
-2.313,52.266
-2.306,52.105
-2.326,52.104
-2.176,53.013
-2.127,53.012
-2.142,53.021
-2.186,53.019
-2.139,53.034
-2.166,53.031
-2.158,53.037
-2.183,53.037
-1.975,52.564
-2.046,52.562
-1.948,52.571
-2.040,52.571
-2.028,52.571
-1.986,52.573
-2.003,52.574
-2.205,53.010
-2.189,53.000
-1.909,52.558
-1.997,52.458
-1.532,52.405
-2.119,52.626
-1.777,52.456
-1.581,52.406
-1.825,52.461
-1.493,52.406
-1.925,52.459
-1.474,52.407
-1.805,52.460
-1.549,52.409
-1.869,52.460
-1.594,52.414
-1.905,52.462
-1.495,52.414
-1.954,52.460
-1.572,52.415
-1.851,52.474
-1.859,52.449
-1.864,52.456
-1.566,52.403
-1.878,52.456
-1.517,52.405
-1.862,52.517
-1.846,52.515
-1.827,52.519
-1.788,52.519
-1.859,52.526
-1.917,52.530
-1.813,52.524
-2.744,52.699
-2.766,52.695
-2.795,52.710
-2.729,52.699
-2.726,52.715
